Hash,Message,Hashes of Parents,Is a merge commit?,List of modified files
3878b8c077cd5054fcea314641d917f32c2ac4dd,Fix rotation_between_vectors,['ef04b9eb013fb376b4d7678a2b5e43094ad97861'],False,['space_ops.py']
62c9e2b58ff971f0529a6a066f62f246cb0c31d5,"Fix data[""orientation""] alignment issue a separate way",['db52d0a73fee96c71fbcf5e99320c5933a769d2d'],False,"['fading.py', 'vectorized_mobject.py']"
3bf5ce5776362d0630c06d9481df68a72851d7be,Fix TexMobject.select_unisolated_substring for substrings with escape characters,['db0770a4fd9e2c6c2b938cc2fed5266eca455075'],False,['string_mobject.py']
34d8ab81f95a30cdc54a1c18ecbbe43bb95fe2f9,Fix for num_tex_symbols,['44dc22e5e4c2336faa386fc337c655e43ad5082d'],False,['tex.py']
05f02f51546d552c50310e6ca344506a72f85b86,Fix ShaderWrapper.combine_with,['34d8ab81f95a30cdc54a1c18ecbbe43bb95fe2f9'],False,['shader_wrapper.py']
118093202630fbd789649b5fa0acb626a3cc4719,Fix antialiasing issue with straight lines in text,['e59b3d2ac0c7284e9eb9214a5f26a1fd9ce130e2'],False,['geom.glsl']
822639638217584c9aa80f35df65cffcaafe626d,"Merge pull request #1950 from 3b1b/video-work

Miscellaneous fixes and tweaks","['fcff44a66b58a3af4070381afed0b4fad80768be', 'e76b673e635a447cec79b756842b23b9af1e85d0']",True,[]
aedde4dffced81ec999bc3d0f519d5d521952bab,"Merge pull request #1951 from 3b1b/video-work

Small tweaks and fixes","['822639638217584c9aa80f35df65cffcaafe626d', '53f19b6620f4d4998233095ea29302793d77a40e']",True,[]
9018357d20134289740a1a9b7e2dc0dd33c267e1,Fix Mobject.looks_identical,['4330f78ed6aeb5495f066bc949987d86996186c6'],False,['mobject.py']
3165a28cd0fe370829b2e27773ff415035b45316,Clean up and fix VMobject.get_shader_wrapper_list,['25ac5f350781463295e5f9f09fb14dbb1e251b85'],False,['vectorized_mobject.py']
71815fd7de23188545d0073352324b4a2e9cfcad,Add (optional) error sound for exceptions in Scene.embed,['cba101995fb96f70f278aeedc6530e36f8ab52c2'],False,"['config.py', 'default_config.yml', 'scene.py']"
124c83d94e0e373e4c51a12891fcd8ed92036c06,"Merge pull request #1952 from 3b1b/video-work

More miscellaneous tweaks and fixes","['aedde4dffced81ec999bc3d0f519d5d521952bab', 'd6d75d8f9afbff713ba82a13479b46966e81f9dd']",True,[]
4db01fd22183c53afa8447e24194d267a9dcf124,Fix Mobject.looks_identical,['5c33c7e4a8d0359cc6985b90490520e47fea5ffe'],False,['mobject.py']
3b4a233bb144251825f148e5a72e7f6b97a736a4,Fix LaggedStartMap,['4db01fd22183c53afa8447e24194d267a9dcf124'],False,['composition.py']
7dde368eebf12f7fe33889ae5f1a2cc05cab384b,Ensure error-flash rect is fixed in frame,['8e3378f798c5155b38e4b8c757717b4bb3504d89'],False,['scene.py']
50960eefd4b61de68e1a6b06d033e8d11ff3ee1e,"Merge pull request #1953 from 3b1b/video-work

More tweaks and fixes","['124c83d94e0e373e4c51a12891fcd8ed92036c06', '66f0a57c6be2bfa88e5edcb371ba573d2da83c07']",True,[]
abf1dd3d8b936364ebe2901d056f5c6823be92dd,Typo fix,['a31c4ae3c23f060a34f3a4f5062c1d67fc4c268a'],False,['example_scenes.py']
0d433b075edd4e4d926b16c184eb0ce06abfa76e,"Fix bug associated with orientation data not always getting written

This might reflect a deeper issue with the locked_data sometimes being _too_ locked.",['0c1abebd957f580e0083d9fa75f5666c753597ac'],False,['vectorized_mobject.py']
0c3367f27bd3d6758f1cee3d8a3d56a5fc48458f,First-pass fix for joints in 3d,['131ecce7c476f0f835bd9dc4a702e9e84537947c'],False,['geom.glsl']
e5b17aad69ed189003906ee44148d1b29ddcc989,Small bug fix for TransformMatchingShape,['22420b77244b3937b8d83cb408c66ed05e033c08'],False,['transform_matching_parts.py']
6a18a05a3b30f796102f569b0f38584e5b4b7cfe,Fix arrow for new path behavior,['5fac213fee20b6a00a4ca10b1eb26b926b744e65'],False,['geometry.py']
a17a57825ebc1da53547fd2d9c67603ac6e3116b,Fix Annulus and sector,['61437b2a7fa985eb99c389f882202052a4d63777'],False,['geometry.py']
31715ec98a690ff8f18c9e4bf99766f285906925,Fix Arrow,['a17a57825ebc1da53547fd2d9c67603ac6e3116b'],False,['geometry.py']
5a56a2a5ecfd3b205bd1026eb65fbaea0f79eee0,Remove bad solution to bevel issue,['f04d0ad3507352d99236715532b1ab3686f4ed67'],False,['geom.glsl']
1f04ba92fbbdb56dd244a977beeb7fc3b33f661c,Fix Polygon.round_corners,['ed26fdfab83403b81e5973dba4df2d2e8405112e'],False,['geometry.py']
7d90a82317aaaac2b7bf293863d19f4dcb72b069,Fix fill shader vert data,['1a8e923ef2704bd28413375298f6ba8344cc5086'],False,['vectorized_mobject.py']
24afb2a24f97c412fc29b6ff6f67fa741f99aa49,Fix angle_between,['c6d3a9646c933625a8e3429f919f27c4541e5d75'],False,['geom.glsl']
de5198196b0f18937b7e99a177e2e6545f21c79b,Fix anti-alias width bug on DotCloud,['a47b95044d1b96440dd8125d509693189c7d52ec'],False,"['frag.glsl', 'geom.glsl']"
c8a77a352fba4c4af0e45fcd9a28fe94aed0d9b3,Fix Piano,['d2800b6c96d8419f7c869aabe3999333f3c05a7c'],False,['drawings.py']
e1abae1d96ec6e07788f0cdf3c31630083a9f8c9,Fix typo,['c8a77a352fba4c4af0e45fcd9a28fe94aed0d9b3'],False,['boolean_ops.py']
da2b13aee914462105fe6e2eeb365c4b012cc17b,Fix triangulation issue for Annulus,['a88b56bb047debacb57a174e22b1a73972adcaf9'],False,['geometry.py']
e832bb775f8039dfcd2050a0f31bde9c7636b664,Fix small bug with null triangles,['31cc2671e5c511690360178581e139b1a9c7b1f7'],False,['vectorized_mobject.py']
19a772166188f86f3e92bf9795fa22684147b418,Fix unit normal issue with bezier fill,['c8238f6b39ccfa34f11c8343c5ca147f662fe3b4'],False,['geom.glsl']
801f449ca0ba6d6eae56110d79fd9e5499787c94,Fix lock_matching_data,['f4c50f61b819eec728e41c756f6a44ab1d489549'],False,['mobject.py']
e55434925e9da94efbb82be36c29899a366397bc,Fix get_style for null point case,['d868f685dc8b86dd8c1a677fcfd0c3bccd7d6d77'],False,['vectorized_mobject.py']
77a398468386d40a3ab2f3cb35b32535af9d966d,Fix index buffer bug,['da15eb4ad20064f96a633d119ae8118c09910c77'],False,['camera.py']
afbc624ac4e23ba58eb5c3b828c12d2652c797be,"Merge pull request #1964 from 3b1b/video-work

Fix index buffer bug","['8e1b23ee98fb60581f33cc9bd4fedf9fff65b505', '77a398468386d40a3ab2f3cb35b32535af9d966d']",True,[]
0b72bc5d08a46f64688d7e1f51acdab6841b3a44,Fix joint normal issue,['c7e32e847d60c56f098cf64f8c679372ef18d9af'],False,['geom.glsl']
d39fea0d4dffd793ce48cc79fd77206f361fd0fb,A few small fixes,['96b0ec909421e6d956c37072a8ecec349dacc297'],False,['geom.glsl']
cd3c5031fa7978e72868ea2555375dba1339c6b5,Fix get_perspective_transform to shift before rotation,['6c2544098bb609ff98f88ee0abf078db42ce6c79'],False,['camera.py']
981fe009e53d920ae463b4e639d1be4e47a1941a,Fix radius on dots,['22d2819ecf4ef7f88e6d871f4a4c88a30c27cbde'],False,['vert.glsl']
148898f9836e5d1ce4484259636a1ffd2856b909,Fix insert_n_curves,['981fe009e53d920ae463b4e639d1be4e47a1941a'],False,['vectorized_mobject.py']
1367e31439c22a758845a7eeb44382ca7502f309,Fix bug with polygon start angle = 0,['e6abff4299365daf4b3b48d5762106acf14f014c'],False,['geometry.py']
8fee4d1a6642079ecd1936423d7da5e551a16213,Fix straight line fill anti-alias issue,['f2d4313bcfe726c69824cbd2e82de08ebb501810'],False,['geom.glsl']
2e2e8dfee2178e31455d8be0f74253e9e12d3e88,Fix the fact that Write messes up joint_products,['917481cb2310856e41dd727146197a4c7e05eead'],False,['creation.py']
0d66981ac770f9ec3cc9af624b6899682f5f88b4,Fix issue with variable stroke width,['2e2e8dfee2178e31455d8be0f74253e9e12d3e88'],False,['geom.glsl']
9e02796c9ac3f5c3e6b83ed7bfbed435af55b0ef,Fix set_width for variable stroke width,['8e1fdd5a79c668552d58c31e26cc57e37da08b0a'],False,['vectorized_mobject.py']
ba1b43df1aee10e26f35422fefd800c818d66185,"Merge pull request #1967 from 3b1b/video-work

Miscellaneous fixes","['781e0a980564a8ad04f01b8a66cd306cb6b7844e', '847c27ad234c9528146576fa3cc46d23a95743ca']",True,[]
d01658bc5b89cf950e5087909014c90cafbea124,Fix multi-color setting,['97789fff35d43048ce776bf56bb57c6f3d6e1be1'],False,['mobject.py']
945aa9713f49ff300d7107d1dd7f3c2da63925cb,Fix aligned subpaths bug,['87afdac6a4956a9d7455a3aeb55e65a2cbaae75e'],False,['vectorized_mobject.py']
a33b24310e3b33ab42a5c2e5bbe252dccd1c0d3d,Fix non-winding-fill orientation,['c6c23a1fe79cc15b19159d09ec8d06361bef034b'],False,"['vectorized_mobject.py', 'geom.glsl']"
37f0bf8c11a556a5462b1e10b3f53ea4d73494db,"Fix winding fill blending

(Using somewhat of a hack)",['3f5df432ce159f2ceac9d295bed20fa7a6257dbe'],False,"['shader_wrapper.py', 'frag.glsl', 'geom.glsl', 'shaders.py']"
a8da171adbefc9e3b13d989382d5c68f1ff0223c,Make sure a group inherits the fixed_in_frame status of its parts,['65afed1bd172513582994f8c9fff84d7d2ea8b58'],False,['mobject.py']
adfef4841812a5a169691a5feffb2bcb3b512a7c,"Merge pull request #1973 from 3b1b/video-work

Refactor render out of camera (plus winding fill blending fix)","['a9a3ca08cd66bbdfa90dcdec39ad65b8a9cf3fd2', 'acdc2654d350a4e88f05d4cff98e519c729f1829']",True,[]
79039bde61f3235377ad310b139b9eec122da210,Fix Arrow,['28636727407a115c01fb5acdd795dc1d787e6665'],False,"['geometry.py', 'geom.glsl']"
86fb1d82f5bd7b626a810b35f895c91c79f5e570,Typo fix,['de7545e5fac13bb60dbb46447032d6cf5371c688'],False,['mobject.py']
746b52cda5d1167413de5084f7b9e8a2ba01b144,"Okay, actually fix Arrow",['86fb1d82f5bd7b626a810b35f895c91c79f5e570'],False,['geometry.py']
35c19fe8a7e0b98a5194e56fe5b598e90e5d91d3,Edit is_fixed_in_frame,['e57ca4e1ee4995714e38a70d21a07914e343a732'],False,"['indication.py', 'mobject.py']"
38abef88713b09daed26b42a8dc99c10ffceb053,Fix ShaderWrapper.init_textures,['8ecfc2b2cf7af8ffc7ba0801e324b28e561ba86f'],False,['shader_wrapper.py']
f296dd8df5fb458766d11a454ef55360f5794f85,"Merge pull request #1974 from 3b1b/video-work

Miscellaneous bug fixes","['adfef4841812a5a169691a5feffb2bcb3b512a7c', '047128a6632a82d484379a76a7949885ca16af87']",True,[]
c08e111911d90ec6caf03cd0cb777fa487b7dffb,Default to applying depth test for non-fixed objects added to a 3d scene,['368f48f8ddd896a8acd35d451591b521fbb7e0ff'],False,['scene.py']
b3dec3fd51458f930c7c11f2fde3316c2b763740,Small fixes,['68255b1c9a5d43b3e68bf9efb556152d84cdee5d'],False,['vectorized_mobject.py']
91f69be3e0b9cbe93aef4f15835582c6ea99afc4,Add CameraFrame.to_fixed_frame_point,['da9610b9f9847c44b459f67d60bf6ab1efeadb60'],False,['camera_frame.py']
901d40ba1144290f682d112342da43733477dd1f,Fix scroll zooming,['0d9bb71d3c745d9483e7b0dfa4103625e423e933'],False,['scene.py']
2705ba3afa566188bf662f018fccca95da16d547,Fix CameraFrame.to_fixed_frame_point,['901d40ba1144290f682d112342da43733477dd1f'],False,['camera_frame.py']
abdcb644614223acfc3b190a089ada0376b6438a,Fix panning for off-center frame,['e58aea9e2f716d449eef92a8a4a40c36d0397cc8'],False,['scene.py']
71bd3edb0973b19a813070c93927c927897d1690,Fix frame scaling,['277c471c90dc3229645607e2f76f64f3f04d9057'],False,"['camera_frame.py', 'scene.py']"
e7734ca84c8d06efbe464bee8c4abba485459703,Fix TexturedSurface,['5ff44f5850c8844eabcd6149e004d2a54bacb15b'],False,"['surface.py', 'vert.glsl']"
76ee97adfad776a679c8c274d5f57ac20580ad7b,Possible fix for a type error,['5490b3be19e1236bf317d32d7e62377e498665fe'],False,['vectorized_mobject.py']
f8cfcfbc6401bf5a56e019dd2f0b7cee9ec4a4cd,Fix EventListener typo,['e7734ca84c8d06efbe464bee8c4abba485459703'],False,"['event_dispatcher.py', 'event_listner.py', 'mobject.py']"
57deab66179b12ca62542c10fc8f86d682dde60b,Fix ControlsExample,['f8cfcfbc6401bf5a56e019dd2f0b7cee9ec4a4cd'],False,"['example_scenes.py', 'mobject.py', 'scene.py']"
0645912765daeba6b78d72e6397cb9e5548a8162,"Merge pull request #1979 from 3b1b/video-work

Various bug fixes","['5490b3be19e1236bf317d32d7e62377e498665fe', '57deab66179b12ca62542c10fc8f86d682dde60b']",True,[]
9e5fca67503e4aa80bfa46847685a890782c3950,Merge branch 'type-error-fix' into video-work,"['5952f9ea747365dbef82d53a3a600b336f1ee61c', '76ee97adfad776a679c8c274d5f57ac20580ad7b']",True,[]
2d0bdfbdb683359bbdf66fa9cead8de2d4a72a8c,Merge branch 'glitch-fix' into video-work,"['9e5fca67503e4aa80bfa46847685a890782c3950', '2cbad30f45c7181b62fd51c3c177dcd26841d44a']",True,[]
031adda503ac258b76a27f9d858c27226c10bd55,Small fixes to three_dimensions.py,['0452012d5413e5e0531f2732d314d1369266938d'],False,['three_dimensions.py']
e8302e60257f9419bfae8bd86bca1b5ef7c35fea,"Merge pull request #1978 from 3b1b/type-error-fix

Possible fix for a type error","['0645912765daeba6b78d72e6397cb9e5548a8162', '76ee97adfad776a679c8c274d5f57ac20580ad7b']",True,[]
9dc6cce09f28fd1006e14a4c947bb3be2a9c9939,Merge branch 'master' into glitch-fix,"['2cbad30f45c7181b62fd51c3c177dcd26841d44a', 'e8302e60257f9419bfae8bd86bca1b5ef7c35fea']",True,[]
8e8229b9b8b059e6e538d0b9d26d6540e9faf428,"Merge pull request #1980 from 3b1b/glitch-fix

Change VMobject rendering mode to TRIANGLES","['e8302e60257f9419bfae8bd86bca1b5ef7c35fea', '9dc6cce09f28fd1006e14a4c947bb3be2a9c9939']",True,[]
fca5770b9f729e2edaeb754947e36e3cebdfb1e4,Fix Camera.blit,['d9c85aac469aec373cf750d745ad167bf910f332'],False,['camera.py']
c8b65d56218d4e1801883c83e81d31da96eaffa3,"Merge pull request #1982 from 3b1b/video-work

Various bug fixes and tweaks","['5527c0706db14a2e2739f3152c75e664427372ba', 'e76c64ad520359319c8b9a5567d6ae24b74cd85a']",True,[]
8adf2a6e07e677b9e10f707eb3055729e386d6c7,"Partition render groups based on shader type, fixed_in_frame status, depth_test and whether the mobject is changing",['6eafdc63cc4daa5dcfbb1f4ef4a34bcc80928acd'],False,['scene.py']
fbcbbc9a5882143cc0872a61d0d87ab12a5e0480,"Merge pull request #1988 from 3b1b/video-work

Several minor fixes","['d263fa23faa80882b2b6d8abef8db00c6fd70044', '1dcc678b2feaae04939376fadd0593aceb19f663']",True,[]
c4777015fca6a22d34f3f79f254170748e5774b3,FIx Mobject.replace_shader_code,['d10745a3791972341e970ab09328ba84a116309b'],False,"['mobject.py', 'vectorized_mobject.py']"
d1b1df64a546e7987bf5bc3822800436bdf10b97,"Ensure Window's scene always points back to window

Issues can arise in the few milliseconds of startup otherwise.",['4e90a77fcdb1a886078561d57fb169d8f552442f'],False,['window.py']
66b78d01a9f16b67e99f3c93dc153c777cb58731,"Merge pull request #1989 from 3b1b/video-work

A few more fixes and tweaks.","['fbcbbc9a5882143cc0872a61d0d87ab12a5e0480', 'd1b1df64a546e7987bf5bc3822800436bdf10b97']",True,[]
1844f7fd64157b2638b49704658506c2c0f9759a,Fix for https://github.com/3b1b/manim/issues/1991,['66b78d01a9f16b67e99f3c93dc153c777cb58731'],False,['vectorized_mobject.py']
41f0239e9d5a6868ebb3bb06a45d6527f8b2b4ea,"Merge pull request #1992 from 3b1b/bug-fix

Fix for index -3 error","['66b78d01a9f16b67e99f3c93dc153c777cb58731', '1844f7fd64157b2638b49704658506c2c0f9759a']",True,[]
557cb66c52d3cabe19a8013e5edfcd24f86231b8,Fix transparent background videos,['01c51dbc6d7bf66d380bddd0e82679442fd513f8'],False,"['config.py', 'scene_file_writer.py']"
d8428585f84681055fed8aa3fabfb6ae95e4a0ff,"Merge pull request #1994 from 3b1b/video-work

Several bug fixes","['41f0239e9d5a6868ebb3bb06a45d6527f8b2b4ea', '557cb66c52d3cabe19a8013e5edfcd24f86231b8']",True,[]
1eb819363d1e17c79df52d25bec752c1975387a7,Fix issue with ticks going beyond number line,['a79d4a862f016e82d234d28eccd0510804f882f8'],False,['number_line.py']
6d0b58659732976e2e78709ac4bbe77439a82a90,Prevent index out of range error for ShowSubmobjectsOneByOne,['b216b8f7e399fd8f2adeffd421a787e5ed0a879f'],False,['creation.py']
de8e9e5ec1f2c8b43ba536f8c72ea8625a58ae11,Fix error with setting bubble direction,['6b24860bbfa3f46d6363c51e068f6726f2e756bb'],False,['drawings.py']
bae3b98c0bd4a718f552ca2e46f8a6f0c2678e48,Fixes to Surface,['63f6e9d84ff5685e78dc923e401ac980202263cb'],False,['surface.py']
7ff45b46378fd6a364cddbbd940b940f0b1fc45b,Having changing decimal match fixed_in_frame status,['4f42ebeb4f7ecb6b2a45319e290f4aa33373400e'],False,['numbers.py']
ddf2f7d9bd72faabd6c66b6fc23f944bae838eed,Fix typo,['2337be2318b1a28e0dd6a94266979271cd76d70a'],False,['coordinate_systems.py']
d21b05ae0d5ffd373d7ee72ab892589f6b26afed,Arrow fix,['fc522e5278bf3f7b56c170962d7c85f9ff13a52f'],False,['geometry.py']
4be7f611ec424ab9cf57651cde3ff04c3085c787,Fix issues with stroke opacities passed as numpy arrays,['d21b05ae0d5ffd373d7ee72ab892589f6b26afed'],False,['mobject.py']
f2ad9a70f7c6af3cf28cb6b50dad358b9e645b19,Small format fix,['4be7f611ec424ab9cf57651cde3ff04c3085c787'],False,['dot_cloud.py']
65e7943ff7582d64fdc5b012f05e5679c3d6e248,fix aspect_ratio other than 16:9 issue,['d8428585f84681055fed8aa3fabfb6ae95e4a0ff'],False,"['config.py', 'constants.py', 'shaders.py']"
f0a61beaf5e844f6478b2eade8fc8e95d3f1d81b,fix VShowPassingFlash index out of bounds issue,['d8428585f84681055fed8aa3fabfb6ae95e4a0ff'],False,['indication.py']
2b00a9cf8020defc38832ab0e2166860c912f7d3,Fix add_curve_to,['b53ab02675c01812d477188851973c99e611ce92'],False,['vectorized_mobject.py']
2cdb85cae90b41e5fe43abc2e63a2d8d5db2ec25,Don't assign a fixed default depth to ThreeDAxes,['0d046a7eab8c5272a40fd14a656b34abc90caed7'],False,['coordinate_systems.py']
d3dee240c329245166013220b1b54af9066da7b9,Allow for smooth transitions between mobjects fixed and unfixed from the frame,['60b762ca4339c611c7e4d19f27d5ed3f878ecb14'],False,"['emit_gl_Position.glsl', 'vert.glsl']"
1c72059725d244ecae0846dec7b8bb7f84b9af9e,Have surrounding rectangle match framed fixed status of what it surrounds,['d3dee240c329245166013220b1b54af9066da7b9'],False,['shape_matchers.py']
cde709fcfada100eb1c8fc430ad773085c4718fd,Replace fix_in_frame matching for DecimalNumber.set_value to general uniform matching,['1c72059725d244ecae0846dec7b8bb7f84b9af9e'],False,['numbers.py']
711438f625c4be9aab6b89a616963daacb215e54,"Update the types in decorator methods using @wraps

This is method to address issues flagged by pyright",['cde709fcfada100eb1c8fc430ad773085c4718fd'],False,['mobject.py']
ebe689dedece2df6b90bc73bc3e40fd8c71cc3bb,"Treat is_fixed_in_frame as a float in uniforms, to allow for transformations between",['4aef0d1bf549c9cf2f6201dc9c28d88b18a7a3a3'],False,['mobject.py']
100b108ad18d952977f4f0e27a28267aa7b72734,"Treat Group and VGroup more like list types

This may not be the best way to address it, but at least temporarily it prevents linting issues for calls like VGroup(Circle())[0].get_radius()",['7009f0f53e4edc6aa5a91e362d8990c20655b300'],False,"['mobject.py', 'vectorized_mobject.py']"
c531e56a2f132448f6e6b5e932048e5f0336e6ef,Fix DecimalNumber.set_value font size issue,['45f8ca764348f0131a3110483b96fd9a6aa2b185'],False,['numbers.py']
4ce8a3ba9d1135b4fde3db7c7fc992b89b7b32b6,Fix computation of normals for Surface,['d44e248277f4c7215a0689abb78a634ab5502c56'],False,['surface.py']
27f397e0a6c6a884fb9f7cb7193fbfe3c33feee0,Have stroke width change continuously with fixed_in_frame status,['2c110790d259636e1ace5d63b7d682642a864a30'],False,['vert.glsl']
7e6a37d4996ff43f673d63ba088d777896fa3f2e,Typo fix: make_number_changable -> make_number_changeable,['6b3834739c3a687f434a8d7070c2c3e05f1bb465'],False,"['example_scenes.py', 'tex_mobject.py']"
ec42326618125d95dffc7c9c4654bd9d559e7eeb,Fix remover=True case for FadeTransform,['223d671eea295401f993a968628b11242ff5a5fe'],False,['fading.py']
ab28804ae5776d480e88fb38c11593919aeee6fb,fix: `there_and_back_with_pause`,['88c7e9d2c96be1ea729b089c06cabb1bd3b2c187'],False,['rate_functions.py']
63e98eee94aa74f4efac66c5e1cabcae414b0aff,"Update tex_templates.yml

Fix the error when using Chinese, and add international typesetting support",['88c7e9d2c96be1ea729b089c06cabb1bd3b2c187'],False,['tex_templates.yml']
0eae42977a153e1627e87d4ea929c0a9f87dc4a8,fix(animation): `time_span` doesn't work for mobjects with submobjects,['88c7e9d2c96be1ea729b089c06cabb1bd3b2c187'],False,"['animation.py', 'rotation.py']"
d1314e5a3c95e52de28992d4da37718a90a2732a,Catch screeninfo.ScreenInfoError error,['79c89ad34d1d479afb8268328d43c2c910eeed9c'],False,['config.py']
5aeb457bb1ae9c0a86a20279eccbe1b69e2d7e33,Hot fix for Traicing Tail,['bbc89d13e99587cd0b4fd4df1e51f5b910634617'],False,['changing.py']
71814a118bbe5ff4718fc7325156ac8d4046cebd,Fix dot updater in graph example,['d644e3b184d52f1a432966885027fe1b3840c28c'],False,['example_scenes.py']
4ff61ed561fed31d324dcf8613a964c7a2f7f5e0,Default approximate smoothing (non-approx has a bug in 3d),['4223bb63202e5e122e0bc95c842ae5829fe6d62d'],False,['vectorized_mobject.py']
44ec9933b7396ee20546916237622fca5211a9fb,Small format fix,['4ff61ed561fed31d324dcf8613a964c7a2f7f5e0'],False,['vectorized_mobject.py']
ec88673e927af5292925ce40f18f820c12bbe9df,Fix kink issue in flat stroke,['44ec9933b7396ee20546916237622fca5211a9fb'],False,['geom.glsl']
af8e5236d2585853734f0db5f832318600aa3efa,"Merge pull request #2157 from 3b1b/video-work

3d stroke bug fix","['aad2bded147cfc079a2e748ef569de04d91da6d5', 'a4858918ddd58069021c5c608fd39ef51344149a']",True,[]
644084d9a7ddc2d69a8c030d08051320a8b7b3e8,Merge branch '3b1b:master' into fix-animation-time_span,"['0eae42977a153e1627e87d4ea929c0a9f87dc4a8', 'af8e5236d2585853734f0db5f832318600aa3efa']",True,[]
df0ae6fdc94215c0f43f3da3b24bcd386fe51f9f,Fix missing ignore_skipping -> force_draw,['59235d3eedef07ec5c6748e1a959f3e41eb9a302'],False,['scene_file_writer.py']
04347e7876dca60f004dcf3a0dcdd220f9e62e9f,Fix thin stroke issue for low resolutions,['df0ae6fdc94215c0f43f3da3b24bcd386fe51f9f'],False,"['frag.glsl', 'geom.glsl']"
e2b0c2b9bfb87674075ffe940a933945bf6782aa,"Merge pull request #2160 from 3b1b/video-work

Fix low resolution thin stroke issue","['0fa74a79211592b718efd6cd2fa460913ef474f7', '04347e7876dca60f004dcf3a0dcdd220f9e62e9f']",True,[]
d8edccdab4a542781477adc1d1dd6cea59d0b94a,Fix zero stroke width issue,['108db870872c7aaa7519d52ad29cfd556c1f897a'],False,"['frag.glsl', 'geom.glsl']"
5ff80ffc6c25768c09688dc7e6a5a4a036e07a06,Fix matplotlib color map import,['f12b143d169610b3240c92c05264c6be6fbac814'],False,['color.py']
e61957a4e0d2b8b826b867cb33cb43df6f357eea,Fix wrong check for path_func in last commit,['a8ef9629eb34813553bc5ab9ab239b047ce48c68'],False,['mobject.py']
d0cb5b4eead641b8bbcef2cab5f13e7ce945f4da,Fix normal orientation on Surface,['35ce4c6704c415117867a0b98d0728a4fbbca634'],False,['surface.py']
67bedc6d1fba856f1a2348c58c4c18eae73845c8,Fix fill_depth_vert_format,['79ec791fc297ff9d8def3f6bf08c2dd23360b0db'],False,['shader_wrapper.py']
43f1704f699c8f85bc43073bf65fe2de2ffaaad7,Fix computation of joint_angles to handle zero division case,['941513d68c4859efb63c0a7dd17af430373a3306'],False,['vectorized_mobject.py']
ceac4fbe1a14e4883d6507abb742ea739045285d,Fix up FillArrow,['22ee13a884df4b9455f0b9989c8edf225f72c233'],False,['geometry.py']
d870bb29deed2351d6ceb0ba2a060610be3c1aa9,Fix the non-flat stroke edge case for tangents near line of sight,['442206faadecf49e09d496e375f11c3729d7b70d'],False,['geom.glsl']
11df2563699122acb0859e0ae273359896e437d9,Fix error rect,['cfe70ca869c3dbe0ff42305213475e8786f2c24b'],False,['scene.py']
a08523d746375c7e648e03690be4c565cc50d284,Fix get_subpath_end_indices_from_points,['bcafcbf49051609c2eaa1d5db71c7af8cd9d7cc8'],False,['vectorized_mobject.py']
fcc5dc00f9c6bc8f11f93d29a04d24bafb40e8d2,Treat objects fixed in frame as having flat stroke,['566fc87a60e839a7a74be0c5d986d3be7d1a7bb2'],False,"['scene.py', 'geom.glsl']"
f86245517da4c5bb73b94c899050f41760ddefab,"Merge pull request #2147 from osMrPigHead/fix-animation-time_span

fix(animation): `time_span` doesn't work for mobjects with submobjects","['12d39ef37c6b1f38266854cb3236f558024c4eef', '644084d9a7ddc2d69a8c030d08051320a8b7b3e8']",True,[]
1e996dcd27455a2649801e292b560675cc80ad45,Fix Arrow.set_perpendicular_to_camera,['e85a1ce1b792333b535b8d457037605d8a952d3a'],False,['geometry.py']
04d77f2bec15e3fe4a3f97cf8dc7c3e8e1a7fa66,Fix joint angle for lines,['1e996dcd27455a2649801e292b560675cc80ad45'],False,['vectorized_mobject.py']
a5137a05f14c5af114f0ddf48717cf4d5ed8ced5,"Merge pull request #2134 from jkjkil4/fix-there_and_back_with_pause

fix: `there_and_back_with_pause`","['21f9df8ccd7a206fcdddff00d4ce4a85cd3eccea', 'ab28804ae5776d480e88fb38c11593919aeee6fb']",True,[]
9011c864fd20024ca7f26b1bce4d0d187dbcaccc,"Merge pull request #2061 from floatwoozy/dev

Error effect when rendering the same ImageMobject","['6b88947151f91ee7cc88cadd5298d75e10d74fcb', '72780959212f3071ea92b199a75647d55ad6f04d']",True,[]
9812503597b793bd426886b69dfb06f4887a05dc,"Merge pull request #2059 from germanzhu/fix_vshowpassingflash

fix VShowPassingFlash index out of bounds issue","['9011c864fd20024ca7f26b1bce4d0d187dbcaccc', 'f0a61beaf5e844f6478b2eade8fc8e95d3f1d81b']",True,[]
2178ec2b85a5e808d98694cb3319dc2b71ffc8bb,Merge branch 'master' into fix-aspect-ratio,"['65e7943ff7582d64fdc5b012f05e5679c3d6e248', '1f55832a6afe166b054a8497daf85e264582de66']",True,[]
05a89d754e1a3c060ac3845a4493f06eb39b73c6,"Merge pull request #2056 from germanzhu/fix-aspect-ratio

fix aspect_ratio other than 16:9 issue","['1f55832a6afe166b054a8497daf85e264582de66', '2178ec2b85a5e808d98694cb3319dc2b71ffc8bb']",True,[]
6d23df0497f16d442fcc5044d5664697c4c07b3e,Clean up changes associated with fixing aspect ratio issue,['05a89d754e1a3c060ac3845a4493f06eb39b73c6'],False,"['camera.py', 'config.py', 'constants.py', 'emit_gl_Position.glsl', 'shaders.py']"
